date,AGG,EEM,GLD,IWM,QQQ,SPY,TLT
2012-03-26,0.44862411329393753,0.0629818416885309,0.06626174125116771,0.08138509301770888,0.12283395063938642,0.13190832162122357,0.0860049384880449
2012-03-27,0.4511669445729019,0.06266481460996545,0.06572673617659269,0.08071915251413937,0.12235615761154409,0.13236185361744354,0.0850043408974128
2012-03-28,0.45294332373892904,0.06150542665553677,0.0655322833220153,0.08064570671985063,0.12194969656552095,0.13230291088402313,0.0851206521141242
2012-03-29,0.44242337741818005,0.06323559038203773,0.06695027894561639,0.08076945716541291,0.1253897044445239,0.1363113953043532,0.08492019633987581
2012-03-30,0.44277902203114333,0.06345526056646267,0.06709905414150459,0.0811613437824924,0.12510380536133886,0.1364194555019312,0.083982058615127
2012-04-02,0.44522897936958034,0.06315402277587276,0.06724568090338323,0.08056481359887661,0.12450501099757993,0.13553162987670128,0.08376986247800575
2012-04-03,0.4354870722292702,0.06521345855095154,0.06742995048196748,0.08211504082010614,0.127258538231563,0.1382718228449797,0.08422411684116211
2012-04-04,0.4402943336694713,0.06537015193601363,0.06774653729823812,0.08166378935992388,0.12397501060617158,0.1366460285847861,0.08430414854539547
2012-04-05,0.4355543700527908,0.06685432786769054,0.06834391442557672,0.08272013575890566,0.12429398175336169,0.13830788722800055,0.08392538291367388
2012-04-09,0.4375423523331904,0.06722636183464722,0.06968430172534973,0.08230324370219733,0.12435793720209268,0.13606618869534326,0.08281961450717935
2012-04-10,0.44783532756867245,0.06723420938335764,0.07079441080195813,0.08039057804467054,0.11985877896030246,0.13019641015989633,0.0836902850811423
2012-04-11,0.4508555781418296,0.06695687091622371,0.0706918273721959,0.07917136649377518,0.11985747978203459,0.12932275592514975,0.08314412136879124
2012-04-12,0.4529484555261229,0.06646345355645596,0.07102563576399006,0.07871796233219013,0.1199989704208982,0.12700494840626622,0.08384057399407666
2012-04-13,0.45077839793791724,0.06842962735498039,0.07152156550223567,0.08022368793191953,0.11821021843815895,0.12694415639813728,0.08389234643665101
2012-04-16,0.4527944468537194,0.06839771551490144,0.07133955190954858,0.08020118935797613,0.11534217145954254,0.12702081461419706,0.08490411029011492
2012-04-17,0.4616297050348909,0.06811890341246196,0.07161587327193518,0.07929493311697713,0.11025001794750014,0.12309505254358483,0.08599551467264985
2012-04-18,0.4617920136767998,0.06837110700765868,0.07171794099969965,0.07899453830449511,0.11005752123489378,0.12277273544208173,0.08629414333437135
2012-04-19,0.46297744736169744,0.06855605215492833,0.0721719394200004,0.07923457415923339,0.1082086650548633,0.12222088309873012,0.08663043875054705
2012-04-20,0.4609208340726071,0.06828590786380326,0.07493038968947713,0.07878568099360628,0.10875971793637466,0.12235078729718812,0.08596668214694353
2012-04-23,0.46411580247129985,0.06712470699712096,0.07510541801937559,0.07777757427667906,0.10758034670796315,0.12141698242323508,0.08687916910432628
2012-04-24,0.4641858594270761,0.06725399288556262,0.0757160355845651,0.07777698358612853,0.10708468271843302,0.12134689637745098,0.08663554942078365
2012-04-25,0.473637464002905,0.06775889983913709,0.07586810520746512,0.07699675329008242,0.09945432135330351,0.11869611687185609,0.08758833943525063
2012-04-26,0.47418109350010534,0.06786163712595748,0.07574519014933928,0.07655674544963288,0.09924245389715425,0.11808026659028142,0.08833261328752924
2012-04-27,0.4734241317878555,0.06895023173281709,0.07497050633960027,0.07777977507860503,0.09849424315043966,0.11796781639393338,0.08841329551674924
2012-04-30,0.4739591898831896,0.06907393434058921,0.07545799294418022,0.07736945120595333,0.097849743004544,0.1177401619082528,0.08854952671329068
2012-05-01,0.4677456553251643,0.06905614364644289,0.07625559091840259,0.0789228758675061,0.09817336510907809,0.11888543607707198,0.09096093305633413
2012-05-02,0.4672787606796135,0.06930797854203932,0.07620604553878826,0.07893989569257726,0.09820770452626842,0.11866053558408082,0.0913990794366323
2012-05-03,0.46823025282909514,0.06924488338342097,0.07719116429075332,0.07797238038748332,0.0968392503763655,0.11754501885429823,0.09297704987858373
2012-05-04,0.4749785991721982,0.06935746697868853,0.07838521482950421,0.07725574744282067,0.09194385796129292,0.11432560484677841,0.09375350876871709
2012-05-07,0.47656500838815763,0.06894524652147721,0.07801260059086249,0.07692493634325707,0.09187968321825209,0.11378267916680836,0.09388984577118525
2012-05-08,0.47611851741904376,0.0695590958402066,0.07604449800702927,0.07756412430000989,0.09186618552736726,0.11403816843633148,0.0948094104700117
2012-05-09,0.4752234090329825,0.07003289383504938,0.07558142512336227,0.07823942156862905,0.09225070666684926,0.11404077611442143,0.0946313676587061
2012-05-10,0.47459583672569794,0.07018233581131152,0.07560991200980144,0.07829666083323739,0.09233091320566544,0.11412565863529775,0.09485868277898846
2012-05-11,0.4745357883265574,0.06969710293016439,0.07566477215674056,0.07861995165865084,0.09282551986692933,0.11436003409515529,0.0942968309658021
2012-05-14,0.47227443389331963,0.06899099737909377,0.07529128530927043,0.08035353364347052,0.0942152799093394,0.11500991745942679,0.09386455240607927
2012-05-15,0.47374680356280185,0.06880727863106567,0.07486692746329422,0.08027281551848298,0.09411128667417719,0.1145092788575738,0.09368560929260424
2012-05-16,0.4741549850102701,0.06782551476280702,0.07724105958427684,0.07970662295923435,0.09312685812459805,0.11353931879860597,0.09440564076020772
